title,mse,rmse,psnr,ssim
119_IM-0855-0017_anon,0.0009425756870768964,0.030701395124197006,30.256837518222476,0.531541157631938
130_IM-0650-0033_anon,0.0010698225814849138,0.03270814195275307,29.70688226066883,0.51220304720787
447_IM-0088-8704_anon,0.000768037629313767,0.027713492512702942,31.14617506845962,0.7142050916319728
190_IM-0185-0000_anon,0.0008709850371815264,0.029512455686926842,30.59989301882301,0.6947515618312646
390_IM-0196-0027_anon,0.0009803915163502097,0.03131120279431343,30.086004443471595,0.5688625820558342
282_IM-0389-0043_anon,0.0007908075931482017,0.028121301904320717,31.01929173168458,0.7390024792661661
555_IM-0347-0008_anon,0.0009469330543652177,0.03077227808535099,30.236807335154108,0.5723152751291154
576_IM-0216-0007_anon,0.0008541971910744905,0.029226651415228844,30.684418405897198,0.6633907836909717
404_IM-0262-0009_anon,0.000751067535020411,0.02740561217069626,31.243210111182545,0.6663115563061052
407_IM-0055-0009_anon,0.000700304692145437,0.02646327018737793,31.54712923702489,0.7779686193485427
527_IM-0460-0016_anon,0.0007257879478856921,0.026940451934933662,31.391902152947154,0.7450768883154302
243_IM-0579-0002_anon,0.0007160865352489054,0.026759793981909752,31.45034470543136,0.6958329089640809
378_IM-0829-9472_anon,0.0008673272677697241,0.029450420290231705,30.61816998223904,0.7060662789299496
133_IM-0658-0032_anon,0.0008775187307037413,0.029622942209243774,30.567436679348564,0.6261182922286083
28_IM-0671-0056_anon,0.0007171255419962108,0.02677919901907444,31.444048097224986,0.7138674315976596
5_IM-0040-0020_anon,0.0006952020921744406,0.026366684585809708,31.578889189009193,0.7716307130812934
154_IM-0694-0004_anon,0.0008710794500075281,0.02951405569911003,30.59942266817048,0.5748842455846949
368_IM-0005-0028_anon,0.0010188812157139182,0.031919918954372406,29.918764414118705,0.5666722734957534
330_IM-0558-0045_anon,0.0008704171050339937,0.029502831399440765,30.602725221558313,0.7689738198744603
461_IM-0399-0008_anon,0.0007309977663680911,0.027036970481276512,31.360839289656198,0.7526764677107978
118_IM-0230-0053_anon,,,,
510_IM-0185-0057_anon,0.0008797090849839151,0.02965988963842392,30.556609431358122,0.559216248138516
228_IM-0383-0068_anon,0.0007289088680408895,0.026998313143849373,31.37326824121175,0.7807308983700758
401_IM-0046-5120_anon,0.0008144530584104359,0.028538623824715614,30.891339141689727,0.6862527789865235
272_IM-0034-0008_anon,0.0008138683042488992,0.028528377413749695,30.89445885436153,0.6677221167473765
541_IM-0038-10496_anon,0.000924105173908174,0.030399098992347717,30.342786097960754,0.7121245265811698
27_IM-0203-0020_anon,0.0007787754293531179,0.027906548231840134,31.085877567874366,0.7684429474347196
141_IM-0120-0035_anon,0.000985219026915729,0.03138819709420204,30.064672022826606,0.669424882176063
290_IM-0501-0014-0001_anon,0.0008842736715450883,0.02973673865199089,30.534132960874032,0.7377923617436697
13_IM-0293-0055_anon,0.0008537874091416597,0.02921964041888714,30.686502849682174,0.7888605275094847
144_IM-0257-0061_anon,0.0007692193612456322,0.027734804898500443,31.13949820179004,0.7236025336687167
268_IM-0160-0005_anon,0.0007533394382335246,0.027447029948234558,31.23009279089043,0.6940029624820058
482_IM-0155-0028_anon,0.0007160856621339917,0.02675977721810341,31.45035047897091,0.6470144342239517
625_IM-0223-0256_anon,0.0007151398458518088,0.026742098852992058,31.45608986548462,0.5249336880804971
201_IM-0417-0035_anon,,,,
169_IM-0885-0035_anon,0.0008564936579205096,0.029265912249684334,30.672758468072328,0.7514496775548464
94_IM-0113-0043_anon,0.001578545430675149,0.03973091393709183,28.0174291305884,0.387117060004985
26_IM-0003-0016_anon,0.0007039275951683521,0.026531632989645004,31.524720338756453,0.7477160822481075
310_IM-0422-0047_anon,0.0008094027289189398,0.028450004756450653,30.918353003504034,0.7365383881614573
443_IM-0008-0005_anon,0.0009159183246083558,0.030264142900705338,30.38143253328997,0.5493595222827498
259_IM-0310-0043_anon,,,,
104_IM-0112-0030_anon,0.000875750498380512,0.029593082144856453,30.576195881487376,0.6971072402112282
37_IM-0026-0017_anon,0.0009307590662501752,0.030508344992995262,30.31162723428399,0.7007102229996356
584_IM-0890-0040-0001_anon,0.0007718708948232234,0.027782564982771873,31.124553444440078,0.749261112519028
319_IM-0198-0028_anon,0.0008888898300938308,0.029814256355166435,30.51152061676307,0.6614435586127688
537_IM-0674-0034_anon,0.0007478216430172324,0.027346327900886536,31.262019558159725,0.7598464703484558
299_IM-0068-0001_anon,0.0008151654619723558,0.02855110354721546,30.887542227902564,0.7460994980744404
122_IM-0144-0001_anon,0.0008175144903361797,0.02859221026301384,30.87504527522984,0.6169921814278851
84_IM-0105-0016_anon,,,,
333_IM-0011-0005_anon,0.0009038993157446384,0.030064918100833893,30.438799162357718,0.7209761711834615
317_IM-0169-0010_anon,0.0008273144485428929,0.028763074427843094,30.82329407608252,0.543267685316754
187_IM-0070-0032_anon,0.0007914234884083271,0.028132250532507896,31.015910756487443,0.7059894776285203
126_IM-0068-0002_anon,0.0008206635247915983,0.028647225350141525,30.858348805079565,0.7146700021446771
128_IM-0894-1024_anon,0.0009583167848177254,0.0309566929936409,30.184909177487725,0.5239798489192646
540_IM-0374-0065_anon,0.0008413241012021899,0.029005587100982666,30.750366553753423,0.651188414273092
181_IM-0126-0041_anon,0.0007377331494353712,0.027161244302988052,31.321007128752527,0.7448764341388535
197_IM-0564-0002_anon,0.000698350602760911,0.026426324620842934,31.55926487569811,0.7856064726204754
234_IM-0173-19200_anon,,,,
322_IM-0241-0001_anon,0.000581125495955348,0.024106545373797417,32.35730055856583,0.6952076728968416
345_IM-0724-0028_anon,0.0006830882630310953,0.02613595686852932,31.655231842869238,0.7722548980372155
377_IM-0271-0001_anon,0.0009878540877252817,0.03143014758825302,30.053071811114513,0.5286800328774378
121_IM-0084-0022_anon,0.0011310777626931667,0.033631499856710434,29.46507525952424,0.5581122971415948
204_IM-0164-0044_anon,0.0006965741631574929,0.02639269083738327,31.570326346977026,0.6758511833010546
